MAID	NAME	FORMULA	Ontology	INCHIKEY	SMILES	INSTRUMENTTYPE	ExactMass	PUBCHEM	Num_Spectra	Species	Cas	KEGG	Reaction	Pathway	Biospecimen	Healthcondition
MA003056	(2S,3S,4S,5R,6R)-6-[[(3S,6aR,6bS,8aS,12aS,14bR)-4,4,6a,6b,11,11,14b-heptamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,5-dihydroxy-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxane-2-carboxylic acid	C48H76O18	Lipids and lipid-like molecules|Prenol lipids|Terpene glycosides	LBHYRBPEXITYTN-SAYXODJOSA-N	O=C(O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C5C6CC(C)(C)CCC6(C(=O)OC7OC(CO)C(O)C(O)C7O)CCC54C)C2(C)C)C(O)C(OC8OC(C)C(O)C(O)C8O)C1O	ESI-QTOF|ESI-QFT	940.503165592	45359638	14							
MA003057	(2S,3S,4S,5R,6R)-6-[[(3S,6aR,6bS,8aS,14bR)-4,4,6a,6b,11,11,14b-heptamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid	C42H66O14	Lipids and lipid-like molecules|Prenol lipids|Terpene glycosides	YOSRLTNUOCHBEA-SNRHWUJASA-N	O=C(O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C5C6CC(C)(C)CCC6(C(=O)OC7OC(CO)C(O)C(O)C7O)CCC54C)C2(C)C)C(O)C(O)C1O	ESI-QTOF|ESI-QFT	794.445256792	11968592	18							
MA003058	(2S,3S,4S,5R,6R)-6-[[(3S,6aR,6bS,8aS,14bR)-4,4,6a,6b,11,11,14b-heptamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,5-dihydroxy-4-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2-carboxylic acid	C48H76O19	Lipids and lipid-like molecules|Prenol lipids|Terpene glycosides	QZMAEZWZCGBZFK-VPQYALDZSA-N	O=C(O)C1OC(OC2CCC3(C)C4CC=C5C6CC(C)(C)CCC6(C(=O)OC7OC(CO)C(O)C(O)C7O)CCC5(C)C4(C)CCC3C2(C)C)C(O)C(OC8OC(CO)C(O)C(O)C8O)C1O	ESI-QTOF|ESI-QFT	956.498080212	45783113	18							
MA003059	(2S,3S,4S,5R,6R)-6-[[(3S,6aR,6bS,8aS,14bR)-8a-carboxy-4,4,6a,6b,11,11,14b-heptamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid	C36H56O9	Lipids and lipid-like molecules|Prenol lipids|Terpene glycosides	IUCHKMAZAWJNBJ-DKAZIEIMSA-N	O=C(O)C1OC(OC2CCC3(C)C4CC=C5C6CC(C)(C)CCC6(C(=O)O)CCC5(C)C4(C)CCC3C2(C)C)C(O)C(O)C1O	ESI-QTOF|ESI-QFT	632.392433372	6325350	12							
MA003060	(2S,3S,4S,5R,6R)-6-[[(3S,6aR,6bS,8aS,14bR)-8a-carboxy-4,4,6a,6b,11,11,14b-heptamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3-hydroxy-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-5-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxane-2-carboxylic acid	C47H74O17	Lipids and lipid-like molecules|Prenol lipids|Terpene glycosides	CLQAMCIMWDLXGK-RHAWMLQDSA-N	O=C(O)C1OC(OC2CCC3(C)C4CC=C5C6CC(C)(C)CCC6(C(=O)O)CCC5(C)C4(C)CCC3C2(C)C)C(OC7OCC(O)C(O)C7O)C(OC8OC(C)C(O)C(O)C8O)C1O	ESI-QTOF|ESI-QFT	910.492600908	45359811	20							
MA003061	(2S,3S,4S,5R,6R)-6-[[(3S,6aR,6bS,8aS,14bR)-8a-carboxy-4,4,6a,6b,11,11,14b-heptamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3-hydroxy-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxane-2-carboxylic acid	C48H76O18	Lipids and lipid-like molecules|Prenol lipids|Terpene glycosides	HRDMCVCODUFPBQ-YULPUZKJSA-N	O=C(O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C5C6CC(C)(C)CCC6(C(=O)O)CCC54C)C2(C)C)C(OC7OC(CO)C(O)C(O)C7O)C(OC8OC(C)C(O)C(O)C8O)C1O	ESI-QTOF|ESI-QFT	940.503165592	45359810	13							
MA003062	(2S,3S,4S,5R,6R)-6-[[(3S,6aR,6bS,8aS,14bR)-8a-carboxy-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid	C36H56O10	Lipids and lipid-like molecules|Prenol lipids|Terpene glycosides	DYFUVQSGLMQLRX-CGBUBQHTSA-N	O=C(O)C1OC(OC2CCC3(C)C4CC=C5C6CC(C)(C)CCC6(C(=O)O)CCC5(C)C4(C)CCC3C2(C)CO)C(O)C(O)C1O	ESI-QTOF|ESI-QFT	648.387347992	45359765	20							
MA003063	(2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-(5-hydroxy-4-oxo-2-phenylchromen-7-yl)oxyoxane-2-carboxylic acid	C21H18O10	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	IDRSJGHHZXBATQ-ZFORQUDYSA-N	O=C(O)C1OC(OC2=CC(O)=C3C(=O)C=C(OC3=C2)C=4C=CC=CC4)C(O)C(O)C1O	ESI-QTOF|ESI-QFT	430.089996776	14135335	16							
MA003064	(2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[5-hydroxy-2-(4-hydroxyphenyl)-6-methoxy-4-oxochromen-7-yl]oxyoxane-2-carboxylic acid	C22H20O12	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	GVEZRDBRYNJUDQ-QSUZLTIMSA-N	O=C(O)C1OC(OC2=CC=3OC(=CC(=O)C3C(O)=C2OC)C=4C=CC(O)=CC4)C(O)C(O)C1O	ESI-QTOF|ESI-QFT	476.09547607999997	5318059	17							
MA003065	(2S,3S,4S,5R,6S)-6-[2-(3,4-dihydroxyphenyl)-5-hydroxy-4-oxochromen-7-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid	C21H18O12	Phenylpropanoids and polyketides|Flavonoids|Flavonoid glycosides	VSUOKLTVXQRUSG-ZFORQUDYSA-N	O=C(O)C1OC(OC2=CC(O)=C3C(=O)C=C(OC3=C2)C=4C=CC(O)=C(O)C4)C(O)C(O)C1O	ESI-QTOF|ESI-QFT	462.07982601599997	5280601	16							
MA003066	(2S,3S,9R,12R,13R,14S,15R,16R,17S)-3,12,13,15,16-pentahydroxy-2,6,14,17-tetramethyl-10-oxatetracyclo[7.7.1.0²,⁷.0¹³,¹⁷]heptadec-5-ene-4,11-dione	C20H28O8	Lipids and lipid-like molecules|Prenol lipids|Terpene lactones	NWNMAVFXIRDAPM-BTFXEFBNSA-N	O=C1OC2CC3C(=CC(=O)C(O)C3(C)C4C(O)C(O)C(C)C(O)(C1O)C24C)C	ESI-QTOF|ESI-QFT	396.178417856	45783221	31							
MA003067	(2s,6as,12as)-6a-hydroxy-8,9-dimethoxy-2-(prop-1-en-2-yl)-1,2,12,12a-tetrahydrochromeno[3,4-b]furo[2,3-h]chromen-6(6ah)-one	C23H22O7	Phenylpropanoids and polyketides|Isoflavonoids|Rotenoids	JFVKWCYZKMUTLH-GRWTVWFQSA-N	O=C1C2=CC=C3OC(C(=C)C)CC3=C2OC4COC5=CC(OC)=C(OC)C=C5C14O	ESI-QTOF|ESI-QFT	410.136553044	184221	28							
MA003068	(2Z)-2-[4-[2-[2-(3,4-dihydroxyphenyl)ethoxy]-2-oxoethyl]-5-methoxycarbonyl-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-ylidene]acetic acid	C25H30O15	Lipids and lipid-like molecules|Prenol lipids|Terpene glycosides	XJDJODWHDUVAGF-SHKSAQAUSA-N	O=C(O)C=C1C(OC=C(C(=O)OC)C1CC(=O)OCCC2=CC=C(O)C(O)=C2)OC3OC(CO)C(O)C(O)C3O	ESI-QTOF|ESI-QFT	570.1584702600001	45359977	23							
MA003069	(2Z)-2-benzylidene-6-methoxy-1-benzofuran-3(2H)-one	C16H12O3	Phenylpropanoids and polyketides|Aurone flavonoids|	LKWWJGGLULNRBP-DHDCSXOGSA-N	O=C1C(OC2=CC(OC)=CC=C21)=CC=3C=CC=CC3	ESI-QTOF|ESI-QFT	252.07864424399997	642380	20							
MA003070	(2Z)-4,6-dihydroxy-2-[(4-hydroxy-3,5-dimethoxyphenyl)methylidene]-1-benzofuran-3-one	C17H14O7	Phenylpropanoids and polyketides|Aurone flavonoids|	LOVMOOUQHWMIHZ-RZNTYIFUSA-N	O=C1C(OC=2C=C(O)C=C(O)C12)=CC=3C=C(OC)C(O)=C(OC)C3	ESI-QTOF|ESI-QFT	330.073952788	6476406	24							
MA003071	(2Z)-6-hydroxy-2-[(4-hydroxy-3-methoxyphenyl)methylidene]-1-benzofuran-3-one	C16H12O5	Phenylpropanoids and polyketides|Aurone flavonoids|	HPSPCMSCDNHZJM-CHHVJCJISA-N	O=C1C(OC2=CC(O)=CC=C12)=CC3=CC=C(O)C(OC)=C3	ESI-QTOF|ESI-QFT	284.068473484	16376440	9							
MA003072	(3,4,5-trihydroxyoxan-2-yl) (4aS,6aS,6bR,10S,12aR,14bS)-10-[(2R,3R,4R,5S,6R)-3-acetamido-6-[[4-[4-[3,5-dihydroxy-6-methyl-4-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxan-2-yl]oxy-3,5-dihydroxyoxan-2-yl]oxy-3,5-dihydroxy-6-methyloxan-2-yl]oxymethyl]-4,5-dihydroxyoxan-2-yl]oxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate	C66H107NO28	Lipids and lipid-like molecules|Prenol lipids|Terpene glycosides	TYMLWHTURZQOOV-UCPXOUSQSA-N	O=C(OC1OCC(O)C(O)C1O)C23CCC(C)(C)CC3C4=CCC5C6(C)CCC(OC7OC(COC8OC(C)C(O)C(OC9OCC(O)C(OC%10OC(C)C(O)C(OC%11OC(C)C(O)C(O)C%11O)C%10O)C9O)C8O)C(O)C(O)C7N=C(O)C)C(C)(C)C6CCC5(C)C4(C)CC2	ESI-QTOF|ESI-QFT	1361.697961784	45359877	26							
MA003073	(3,5,9,13,16,17,22R,23R,24R)-3-{[-L-Arabinofuranosyl-(1->2)-[-D-glucopyranosyl-(1->3)]--L-arabinopyranosyl]oxy}-20-hydroxy-24-methyl-16,23:16,30-diepoxydammar-25-en-22-yl acetate	C49H78O19	Lipids and lipid-like molecules|Prenol lipids|Triterpenoids	ZAWVKTOAAOBPLL-PGQNAQSUSA-N	O=C(OC1C(OC23OCC4(C2)C(CCC5C6(C)CCC(OC7OCC(O)C(OC8OC(CO)C(O)C(O)C8O)C7OC9OC(CO)C(O)C9O)C(C)(C)C6CCC54C)C3C1(O)C)C(C(=C)C)C)C	ESI-QTOF|ESI-QFT	970.513730276	45360290	17							
MA003074	(3β,5β,9ξ,14ξ,25S)-Spirostan-3-yl 6-deoxy-α-L-mannopyranosyl-(1->4)-[β-D-glucopyranosyl-(1->2)]-β-D-glucopyranoside	C45H74O17	Lipids and lipid-like molecules|Steroids and steroid derivatives|Steroidal glycosides	BCUDKRWNGQAFLF-GYMZVKDOSA-N	OCC1OC(OC2C(O)C(OC3OC(C)C(O)C(O)C3O)C(OC2OC4CCC5(C)C(CCC6C5CCC7(C)C6CC8OC9(OCC(C)CC9)C(C)C87)C4)CO)C(O)C(O)C1O	ESI-QTOF|ESI-QFT	886.492600908	45359724	25							
MA003075	(3β,5ξ,9ξ,16β)-16,23-Dihydroxy-13,28-epoxyolean-11-en-3-yl 6-deoxy-α-L-mannopyranosyl-(1->2)-[6-deoxy-α-L-mannopyranosyl-(1->4)-β-D-glucopyranosyl-(1->3)]-β-D-glucopyranoside	C54H88O22	Lipids and lipid-like molecules|Prenol lipids|Terpene glycosides	QKBNQKFVZBEPIH-FXLKGUOQSA-N	OCC1OC(OC2CCC3(C)C4C=CC56OCC7(CCC(C)(C)CC57)C(O)CC6(C)C4(C)CCC3C2(C)CO)C(OC8OC(C)C(O)C(O)C8O)C(OC9OC(CO)C(OC%10OC(C)C(O)C(O)C%10O)C(O)C9O)C1O	ESI-QTOF|ESI-QFT	1088.576724456	24150651	23							
MA003076	(3,5,9,16,18)-16-Hydroxy-13,28-epoxyoleanan-3-yl 6-deoxy--L-mannopyranosyl-(1->2)--D-galactopyranosyl-(1->3)-[-D-xylopyranosyl-(1->4)--D-glucopyranosyl-(1->2)]--D-g lucopyranosiduronic acid	C59H96O27	Lipids and lipid-like molecules|Prenol lipids|Terpene glycosides	PDCAFVYIKFVFFL-DNLKNMKDSA-N	O=C(O)C1OC(OC2CCC3(C)C(CCC4(C)C3CCC56OCC7(CCC(C)(C)CC57)C(O)CC64C)C2(C)C)C(OC8OC(CO)C(OC9OCC(O)C(O)C9O)C(O)C8O)C(OC%10OC(CO)C(O)C(O)C%10OC%11OC(C)C(O)C(O)C%11O)C1O	ESI-QTOF	1236.613897812	23955866	4							
MA003077	(3β,8ξ,9ξ,14ξ,16ξ,17ξ,20ξ,22ξ)-Spirostan-3-yl 6-O-β-D-xylopyranosyl-β-D-galactopyranoside	C38H62O12	Lipids and lipid-like molecules|Steroids and steroid derivatives|Steroidal glycosides	OSHZDTNWJYPSSP-WKGGGXJXSA-N	OC1COC(OCC2OC(OC3CCC4(C)C(CCC5C4CCC6(C)C5CC7OC8(OCC(C)CC8)C(C)C76)C3)C(O)C(O)C2O)C(O)C1O	ESI-QTOF|ESI-QFT	710.424127424	45359683	23							
MA003078	(3β,8ξ,9β,24E)-3-[(6-O-Acetyl-4-O-pentopyranosylhexopyranosyl)oxy]-12,16-dihydroxy-9,19-cyclolanost-24-en-26-oic acid	C43H68O15	Lipids and lipid-like molecules|Steroids and steroid derivatives|Steroidal glycosides	IRXIEUDBDWXTTL-NKVVMBDVSA-N	O=C(O)C(=CCCC(C)C1C(O)CC2(C)C3CCC4C(C)(C)C(OC5OC(COC(=O)C)C(OC6OCC(O)C(O)C6O)C(O)C5O)CCC74CC37CC(O)C12C)C	ESI-QTOF|ESI-QFT	824.455821476	44715623	17							
MA003079	(3,9,16)-20-Hydroxy-16,23:16,30-diepoxydammar-24-en-3-yl 6-deoxy--L-mannopyranosyl-(1->2)-[-D-glucopyranosyl-(1->6)--D-glucopyranosyl-(1->3)]--L-arabinopyranoside	C53H86O22	Lipids and lipid-like molecules|Prenol lipids|Triterpenoids	QCLBRNPQMDEDIM-VQIVNMEESA-N	OCC1OC(OCC2OC(OC3C(O)COC(OC4CCC5(C)C(CCC6(C)C5CCC7C8C(O)(C)CC(OC98OCC76C9)C=C(C)C)C4(C)C)C3OC%10OC(C)C(O)C(O)C%10O)C(O)C(O)C2O)C(O)C(O)C1O	ESI-QTOF|ESI-QFT	1074.5610743920001	45359697	21							
MA003080	(3R,4S)-4,6,8-trihydroxy-7-methoxy-3-methyl-3,4-dihydroisochromen-1-one	C11H12O6	Benzenoids|Benzene and substituted derivatives|Benzoic acids and derivatives	ZLLQQKITWRWKTD-SPGJFGJESA-N	O=C1OC(C)C(O)C2=CC(O)=C(OC)C(O)=C12	ESI-QTOF|ESI-QFT	240.06338810399998	25774975	9							
MA003081	(3R,5R)-7-[(1S,2S,8S,8aR)-2-methyl-8-(2-methylbutanoyloxy)-1,2,6,7,8,8a-hexahydronaphthalen-1-yl]-3,5-dihydroxyheptanoic acid	C23H36O6	Organic acids and derivatives|Hydroxy acids and derivatives|Medium-chain hydroxy acids and derivatives	BOZILQFLQYBIIY-PJXHJHJJSA-N	O=C(O)CC(O)CC(O)CCC1C(C=CC2=CCCC(OC(=O)C(C)CC)C21)C	ESI-QTOF|ESI-QFT	408.25118887199994	23899997	12							
MA003082	(3R,7R,8R,8aS)-3,4'-dihydroxy-4,4,7,8a-tetramethylspiro[2,3,4a,5,6,7-hexahydro-1H-naphthalene-8,2'-7,8-dihydro-3H-furo[2,3-e]isoindole]-6'-one	C23H31NO4	Organoheterocyclic compounds|Isoindoles and derivatives|Isoindolines	ZSVLMDBFFSSVAK-WJYWFEJASA-N	OC1=NCC=2C=3OC4(CC3C(O)=CC12)C(C)CCC5C(C)(C)C(O)CCC54C	ESI-QTOF|ESI-QFT	385.22530847200005	23955789	9							
MA003083	(3R,7R,8R,8aS)-3,4'-dihydroxy-7'-(2-hydroxyethyl)-4,4,7,8a-tetramethylspiro[2,3,4a,5,6,7-hexahydro-1H-naphthalene-8,2'-3,8-dihydrofuro[2,3-e]isoindole]-6'-one	C25H35NO5	Organoheterocyclic compounds|Isoindoles and derivatives|Isoindolines	ZHECNBLIOXZXBL-TVDJWTRXSA-N	O=C1C2=CC(O)=C3C(OC4(C3)C(C)CCC5C(C)(C)C(O)CCC54C)=C2CN1CCO	ESI-QTOF|ESI-QFT	429.25152322	45359141	31							
MA003084	(3S)-5-[(1R,2R,8aS)-2-hydroxy-2,5,5,8a-tetramethyl-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl]-3-methylpentanoic acid	C20H36O3	Lipids and lipid-like molecules|Prenol lipids|Diterpenoids	KHCCSRVJJDOANA-ZOSGAXDSSA-N	O=C(O)CC(C)CCC1C(O)(C)CCC2C(C)(C)CCCC12C	ESI-QTOF|ESI-QFT	324.26644501199996	23844029	20							
MA003085	(3S)-5-[(1S,8aR)-2,5,5,8a-tetramethyl-4-oxo-4a,6,7,8-tetrahydro-1H-naphthalen-1-yl]-3-methylpentanoic acid	C20H32O3	Lipids and lipid-like molecules|Prenol lipids|Diterpenoids	JJGYRVZPUJUFTR-DRWSLCSESA-N	O=C(O)CC(C)CCC1C(=CC(=O)C2C(C)(C)CCCC12C)C	ESI-QTOF|ESI-QFT	320.23514488399996	23843920	19							
MA003086	(3S,3'R)-3'-(3-hydroxyphenyl)-4-methylspiro[1H-1,4-benzodiazepine-3,2'-oxirane]-2,5-dione	C17H14N2O4	Organoheterocyclic compounds|Benzodiazepines|1,4-benzodiazepines	BDDNYDPRCCDQQJ-PBHICJAKSA-N	O=C1C=2C=CC=CC2N=C(O)C3(OC3C=4C=CC=C(O)C4)N1C	ESI-QTOF|ESI-QFT	310.095356928	16681741	20							
MA003087	(3S,4R)-3-[(3S,4R)-5,7-dihydroxy-4-(4-hydroxyphenyl)-2-oxo-3,4-dihydrochromen-3-yl]-5,7-dihydroxy-4-(4-hydroxyphenyl)-3,4-dihydrochromen-2-one	C30H22O10	Phenylpropanoids and polyketides|Neoflavonoids|Neoflavans	WCAMADNGWUBZMH-ZBVBGGFBSA-N	O=C1OC=2C=C(O)C=C(O)C2C(C3=CC=C(O)C=C3)C1C4C(=O)OC=5C=C(O)C=C(O)C5C4C6=CC=C(O)C=C6	ESI-QTOF|ESI-QFT	542.121296904	24150647	28							
MA003088	(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one	C42H42O20	Phenylpropanoids and polyketides|Coumarins and derivatives|Coumarin glycosides	AYJLVEAOIKOWIP-DUKVQSBLSA-N	O=C1OC2=CC(O)=CC(OC3OC(CO)C(O)C(O)C3O)=C2C(C4=CC=C(O)C=C4)C1C5C(=O)OC6=CC(O)=CC(OC7OC(CO)C(O)C(O)C7O)=C6C5C8=CC=C(O)C=C8	ESI-QTOF|ESI-QFT	866.226943744	44715514	27							
MA003089	(3S,4R,4aS)-3-[(2S,3R,4S,5S,6R)-6-[[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-4-ethenyl-4,4a,5,6-tetrahydro-3H-pyrano[3,4-c]pyran-8-one	C21H30O13	Organic oxygen compounds|Organooxygen compounds|Carbohydrates and carbohydrate conjugates	JNPXCTROEJQHKD-APAPHXOESA-N	O=C1OCCC2C1=COC(OC3OC(COC4OCC(O)(CO)C4O)C(O)C(O)C3O)C2C=C	ESI-QTOF|ESI-QFT	490.16864102	10696407	21							
MA003090	(3S,4R,6aR,6bS,8aS,11R,12R,12aS,14bR)-3,12-dihydroxy-4,6a,6b,11,12,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,11,12a,14,14a-tetradecahydropicene-4-carboxylic acid	C42H66O16	Lipids and lipid-like molecules|Prenol lipids|Terpene glycosides	LCQFYEBJTAIMPC-PVSIORMYSA-N	O=C(O)C1(C)C(O)CCC2(C)C3CC=C4C5C(O)(C)C(C)CCC5(C(=O)OC6OC(COC7OC(CO)C(O)C(O)C7O)C(O)C(O)C6O)CCC4(C)C3(C)CCC12	ESI-QTOF|ESI-QFT	826.435086032	45359586	23							
MA003091	(3S,4R,6aR,6bS,8aS,11R,12R,14bR)-3,12-dihydroxy-4,6a,6b,11,12,14b-hexamethyl-8a-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,11,12a,14,14a-tetradecahydropicene-4-carboxylic acid	C36H56O11	Lipids and lipid-like molecules|Prenol lipids|Terpene glycosides	AWFZJSUJFSUBQU-FZEZCDDVSA-N	O=C(O)C1(C)C(O)CCC2(C)C1CCC3(C)C2CC=C4C5C(O)(C)C(C)CCC5(C(=O)OC6OC(CO)C(O)C(O)C6O)CCC43C	ESI-QTOF|ESI-QFT	664.382262612	45359581	19							
MA003092	(3S,5S,8R,10R,13R,14S,17R)-14-hydroxy-3-[(2S,3R,4R,5R,6S)-3-hydroxy-4-methoxy-6-methyl-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxyoxan-2-yl]oxy-13-methyl-17-(5-oxo-2H-furan-3-yl)-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthrene-10-carbaldehyde	C42H64O19	Lipids and lipid-like molecules|Steroids and steroid derivatives|Steroid lactones	WPNLWBRKPZXVGD-ZZOAZOMRSA-N	O=CC12CCC(OC3OC(C)C(OC4OC(COC5OC(CO)C(O)C(O)C5O)C(O)C(O)C4O)C(OC)C3O)CC2CCC6C1CCC7(C)C(C8=CC(=O)OC8)CCC67O	ESI-QTOF|ESI-QFT	872.404179828	44715685	25							
MA003093	(4aR,5R,6aS,6bR,10S,12aR)-10-[(2R,3R,4R,5S,6R)-3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-5-hydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	C38H61NO9	Lipids and lipid-like molecules|Prenol lipids|Terpene glycosides	ZZVZUHRMTUSANL-XACBXLEPSA-N	O=C(O)C12CCC(C)(C)CC2C3=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6N=C(O)C)C(C)(C)C5CCC4(C)C3(C)CC1O	ESI-QTOF|ESI-QFT	675.434632532	45360134	24							
MA003094	(4aR,5S,6S,8R,8aS)-6-hydroxy-3,8-dimethyl-5-propan-2-yl-4a,5,6,7,8,8a-hexahydro-1H-naphthalen-2-one	C15H24O2	Lipids and lipid-like molecules|Prenol lipids|Sesquiterpenoids	KLDSZMWMGCWFKH-GIEZYDSUSA-N	O=C1C(=CC2C(C1)C(C)CC(O)C2C(C)C)C	ESI-QTOF|ESI-QFT	236.177630008	26297667	16							
MA003095	(4aS,6aR,6bR,10S,12aR)-1,2,6b,9,9,12a-hexamethyl-10-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy-4a-[3,4,5-trihydroxy-6-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxycarbonyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydro-1H-picene-6a-carboxylic acid	C48H76O19	Lipids and lipid-like molecules|Prenol lipids|Terpene glycosides	IMXVXFLNNGIIDL-DRHONXNKSA-N	O=C(O)C12C(=CCC3C4(C)CCC(OC5OC(C)C(O)C(O)C5O)C(C)(C)C4CCC31C)C6C(C)C(C)CCC6(C(=O)OC7OC(COC8OC(CO)C(O)C(O)C8O)C(O)C(O)C7O)CC2	ESI-QTOF|ESI-QFT	956.498080212	23757215	18							
MA003096	(4aS,6aR,6bR,10S,12aR)-1,2,6b,9,9,12a-hexamethyl-10-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydro-1H-picene-4a,6a-dicarboxylic acid	C36H56O10	Lipids and lipid-like molecules|Prenol lipids|Terpene glycosides	AXNXSFBKZQIMPF-RIBCLQTCSA-N	O=C(O)C12C(=CCC3C4(C)CCC(OC5OC(CO)C(O)C(O)C5O)C(C)(C)C4CCC31C)C6C(C)C(C)CCC6(C(=O)O)CC2	ESI-QTOF|ESI-QFT	648.3873479920001	23900096	12							
MA003097	(4aS,6aS,6bR,10S,12aR)-10-hydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	C30H48O3	Lipids and lipid-like molecules|Prenol lipids|Triterpenoids	MIJYXULNPSFWEK-FQRDBSNUSA-N	O=C(O)C12CCC(C)(C)CC2C3=CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC1	ESI-QTOF|ESI-QFT	456.36034539599996	3010929	11							
